name,content,tags,link
Погода на Черкащині 13 січня: буде морозно,"Найближчої доби на Черкащині буде морозно, подекуди сніжитиме. Про це інформує «Синоптик».Похмура погода буде триматися в Черкасах весь день, вранці очікується недовге прояснення. З середини дня і до його кінця йтиме дрібний сніг. Температура повітря – від –15° до 0°.У Золотоноші ранкове прояснення не зробить великої погоди на фоні похмурого дня в цілому. Ближче до вечора дрібний сніг, який розпочнеться після обіду, може піти сильніше. Температура повітря – від –15° до 0°.З ранку до самого вечора у Звенигородці небо буде вкрите хмарами. Усю другу половину дня йтиме дрібний сніг. Температура повітря – від –13° до 0°.В Умані протягом усього дня небо буде вкрите хмарами. Удень і ввечері буде йти дрібний сніг. Температура повітря – від –12° до +1°.Читайте також: На Черкащині рибалка загинув під кригою.","#Черкаси, #погода, #зима, #Умань, #Золотоноша, #синоптик, #Звенигородка, #прогноз погоди, #Черкаська область, #13 січня",https://www.vikka.ua/novini/cherkashchina/pogoda-na-cherkashhini-13-grudnya-bude-morozno/
Минула ніч на Черкащині була найхолоднішою цієї зими,"Арктичне вторгнення та додаткове вихолоджування повітря при проясненнях зумовили на Черкащині зниження температури у повітрі – до 15-17º морозу,  що стало найхолоднішою ніччю цієї зими. Про це інформує на своїй фейсбук-сторінці директор Черкаського гідрометцентру Віталій Постригань.На день сьогодні синоптики прогнозують до 3-5º морозу, але вже з другої половини дня розпочнеться підвищення температури, атмосферний тиск почне падати, можливі опади у вигляді мокрого снігу.Надалі, до 17 січня – знову період відлиг та періодичних опадів. Черговий масштабний циклон із Північної Атлантики зумовить не тільки «сплеск тепла», але й тривалий небезпечний вітер 15-20 м/с на фоні інтенсивного падіння атмосферного тиску.Як повідомляла vikka.ua, на Черкащині поліцейські виявили фальшиві документи у водія.","#похолодання, #прогноз погоди, #гідрометцентр, #новини Черкас, #новини черкаси, #новости Черкассы, #температура черкаси, #температурний рекорд",https://www.vikka.ua/novini/minula-nich-na-cherkashhini-bula-najxolodnishoyu-ciyeyi-zimi/
На трасі Київ — Одеса зіштовхнулися Volkswagen та Seat,"ДТП сталася на автодорозі М-05 Київ — Одеса за участі автомобілів Volkswagen та Seat. Про це інформує пресслужба патрульної поліції Черкаської області.Водій Volkswagen не впорався з керуванням, виїхав на смугу зустрічного руху та здійснив зіткнення з авто Seat.Спілкуючись із керманичем Volkswagen, поліцейські виявили в нього ознаки алкогольного сп’яніння та запропонували йому пройти огляд на стан сп’яніння, на що керманич відмовився.Інспектори оформили матеріали автопригоди та на водія Volkswagen патрульні склали протокол за ст. 124 (Порушення ПДР, що призвело до ДТП) та протокол за ч. 1 ст. 130 (Керування в стані сп’яніння) КУпАП.У ДТП ніхто не постраждав.Як повідомляла vikka.ua, уманчанин побив до смерті товариша під час різдвяного застілля.","#ДТП, #аварія, #новини Черкащини, #новости Черкассы, #аварія Черкаси, #події Черкас",https://www.vikka.ua/novini/na-cherkashhini-stalasya-avariya-zishtovxnulisya-volkswagen-ta-seat/
У Черкасах вимкнуть світло,"У Черкасах вимкнуть світло. Без електропостачання мешканці будинків залишаться у вівторок, 11 січня. Про це повідомляє пресслужба Черкаської міськради.Так, без світла залишаться мешканці будинків по вулиці 38 Армії 42/1, 44, 46, 48, 48/1, 50, 52, 54, 56, 58, 60, 62, 75, 77, 79, 81, 83,83/1, 85, 87, 87/1, 89, 89/1, 91, 91/3, 93, 95, 97, 99, 101, 103, 105, Василицька 1, 1/1, 3, 3/1, 3/3, 5, 7, 9, 11, 13, 13/1, 15, 17, 19, 21, 23, 23а, 25, 27, 29, 33, 33/1, 35.Також у Черкасах світло відключать на вулиці Дахнівська 20, Дахнівська Січ 1, 5, 7, 11, 12, 13,13/1, 15, 15/1, 16, 17, 19, 21, Підгірна 2, 3, 4, Сержанта Волкова 92, 92/1, 94, 96, 98, 98/1, 100, 102, 104, 104/1, 104/2, 104/3, 106, 106/1, 108, 110, 112, 114, 116, 118, 118/1, 120, 120/1, 124/1, 211, 213, 215, 217, 219, 221, 223, 225, 227, 229, 231, 233, 233/1, 235, 237, 239, пров. Рильського 1-7, 9Відновлення електропостачання відбудеться після 17 години.Як повідомляла vikka.ua, у Золотоноші облаштували кисневу станцію за 7 млн грн.","#черкаські новини, #новини черкаси, #новости Черкассы, #вимкнення світла, #без світла, #світло черкаси, #вимкнення черкаси",https://www.vikka.ua/novini/u-cherkasax-vimknut-svitlo-15/
Черкаська Держпродспоживслужба контролюватиме дискримінацію в оголошеннях про роботу,"ГУ Держпродспоживслужби в Черкаській області контролюватиме випадки дискримінації за ознакою статі в рекламі, зокрема в оголошеннях про роботу. Про це інформують на сайті Управління.Відтепер в Україні передбачена відповідальність за дискримінацію в рекламі за ознакою статі. Це стало можливим завдяки ухваленню змін до Закону «Про рекламу», що набули чинності 8 січня.Що заборонено в рекламі і яка відповідальність за порушення законодавства? – поширювати твердження і зображення, що дискримінують людину за походженням, її соціальним і майновим станом, расовою та національною належністю, статтю, освітою, політичними поглядами, ставленням до релігії, за мовними ознаками, родом занять і місцем проживання а також дискредитують товари інших осіб– вміщувати твердження і зображення щодо інтелектуальної, фізичної, соціальної чи іншої переваги однієї статі над іншою– висвітлювати стереотипні думки щодо ролі чоловіка та жінки, які пропагують принизливе та зневажливе ставлення– принижувати гідність людини за ознакою статі– демонструвати насильство за ознакою статі– використовувати зображення людського тіла чи його частин виключно як сексуального об’єкта з метою привернення уваги споживача або посилання на сексуальні стосунки (слова, звуки, зображення), що не стосуються рекламованого продукту чи способу його споживання. Ця заборона не поширюється на соціальну рекламу.У рекламі про вакансії (при прийомі на роботу) відтепер забороняють:– пропонувати роботу лише жінкам або лише чоловікам, за винятком специфічної роботи, яку можуть виконувати тільки особи певної статі– висувати вимоги, що надають перевагу жіночій або чоловічій статі (крім випадків, визначених законодавством, та випадків специфічної роботи, яку можуть виконувати тільки особи певної статі).Яка відповідальність за порушення Закону «Про рекламу»?Порушники антидискримінаційного закону несуть дисциплінарну, цивільно-правову, адміністративну та кримінальну відповідальність.Виняток – лише щодо реклами із працевлаштування: роботодавці за порушення мають сплатити штраф у 10-кратному розмірі мінімальної заробітної плати. Натепер ця сума становить 65 тисяч гривень.Куди звертатися, якщо натрапили на дискримінацію?Якщо реклама містить дискримінаційні інформацію або зображення, черкащани можуть звернутися до Головного управління Держпродспоживслужби в Черкаській області.Читайте також: У Черкасах створять «Школу супергероїв».","#реклама, #штраф, #дискримінація, #держпродспоживслужба, #Черкаська область, #закон, #Відповідальність, #захист прав споживачів",https://www.vikka.ua/novini/cherkaska-derzhprodspozhivsluzhba-kontrolyuvatime-diskriminaciyu-v-ogoloshennyax-pro-robotu/
"12 січня: історичний дайджест, іменинники і прикмети","12 січня відзначають:День українського політв’язняВсесвітній день донькиДень гарячого чаюДень поезії на роботіДень «Дотримуйтеся свого новорічного рішення»День казково диких людейМіжнародний день «Поцілуй рудого»День пам’яті в ТуркменістаніНаціональний день молоді в ІндіїНаціональний день глазурованих пончиків в США Церква вшановує пам’ять мучениці Онисії Солунської.  Цей день в історії29 до н. е. – за рішенням римського сенату зачинилися двері храму Януса в Римі – на знак завершення громадянських воєн, які тривали майже сто років. Трапилося це вп’яте у римській історії.1528 – Густав I коронований на короля Швеції – перший із династії Ваза.1801 – російський імператор Павло I видав розпорядження про похід на Індію. У похід був відправлений експедиційний корпус кількістю 22 500 козаків під командою отамана, генерала від кавалерії графа Федора Орлова-Денисова. Після вбивства батька новий імператор Олександр I першим указом поверне козаків назад.1879 – почалася війна між британськими колоністами в Південній Африці і місцевими племенами зулусів.1906 – вийшов перший номер газети «Киевская мысль».1913 – Йосип Джугашвілі вперше підписався псевдонімом «Сталін».1920 – створена Червона Українська галицька армія (ЧУГА).1921 – у Харкові більшовики створили Постійну нараду з питань боротьби з бандитизмом (де-факто – повстанським рухом) в Україні.1923 – у Кривому Розі ДПУ «викрило» велику українську повстанську організацію. Заарештовано понад 200 осіб.1923 – у Харкові РНК УСРР прийняла постанову «Про вшанування сорокарічної сценічної діяльності М. Заньковецької». Їй було присвоєне звання народної артистки УСРР, призначено підвищену довічну пенсію та перейменовано на її честь колишній Троїцький народний будинок на Театр ім. Заньковецької.1932 – Хетті Кереуей, демократка з Арканзасу, стала першою жінкою-сенатором.1936 – в СРСР створено спортивне товариство «Локомотив».1938 – німецький археолог Вільгельм Кеніг при розкопках під Багдадом виявив предмет, який виявився найдавнішою батареєю з гальванічних елементів.1939 – у Полтаві почали курсувати перші шість таксі.1942 – рейхскомісар України видав постанову про застосування суворих заходів покарання щодо гірників, що ухиляються від реєстрації на біржі праці і тим самим саботують наказ німецької влади про обов’язкову трудову повинність.1944 – війська 1-го Українського фронту оволоділи містом Сарни, районним центром Дубровиця і зайняли ще 60 населених пунктів.1950 – в СРСР знову запроваджена смертна кара за зраду, шпигунство і саботаж.1951 – набрала чинності Конвенція про попередження злочину геноциду і покарання за нього, ухвалена Генеральною Асамблеєю ООН 9 грудня 1948 р.1954 – в австрійській провінції (землі) Форарльберг внаслідок сходження лавини загинули 200 людей. Через 9 годин друга лавина поховала під собою ще 115 осіб.1964 – Римський Папа Павло VI призначив митрополита Йосипа Сліпого членом конгрегації для Східної церкви.1965 – мер міста Торонто (Канада) підписав прокламацію про проголошення 22 січня «Днем української незалежності».1967 – вперше кріоноване тіло людини – професора психології Університету Каліфорнії Джеймса Бедфорда.1970 – самопроголошена східними провінціями Нігерії Республіка Біафра після тривалої боротьби за незалежність була змушена капітулювати. Завершилася Нігерійська громадянська війна, в якій загинуло від 700 тисяч до 2 мільйонів осіб (переважно через голод і хвороби).1972 – у Києві та Львові арештували 19 осіб – учасників різдвяної коляди. Таким чином КГБ УРСР розпочав операцію «Блок», заарештувавши велику групу українських дисидентів. У Києві: Василь Стус, Іван Світличний, Євген Сверстюк, Леонід Плющ. У Львові до слідчої в’язниці потрапили В’ячеслав Чорновіл, Ірина Стасів-Калинець, Іван Гель.Вертеп у домі Садовських у Львові1981 – прем’єра знаменитого серіалу «Династія» на телеканалі Ей-Бі-Сі.1990 – Румунія першою з країн Східної Європи і колишніх членів Організації Варшавського договору заборонила Комуністичну партію.1991 – обидві палати Конгресу США дозволили президенту Джорджу Бушу використовувати силу для припинення агресії Іраку в Кувейті.1995 – у Лос-Анджелесі почався резонансний суд над О Джей Сімпсоном – зіркою американського футболу, обвинуваченим у вбивстві колишньої дружини і її приятеля. Незважаючи на переконливість доказів, футболіста виправдали.1998 – 19 країн-членів Євросоюзу підписали протокол про заборону клонування людини.2005 – із мису Канаверал запущено космічний апарат «Deep Impact», розроблений для вивчення будови ядра комети Темпля-1.2006 – у Туреччині вийшов з тюрми після 25 років ув’язнення Мехмет Алі Агджа, який здійснив замах на Папу Римського Івана Павла ІІ.2007 – Китай збив власний метеорологічний супутник, здійснивши, таким чином, перше застосування зброї у космосі за останні двадцять років.2008 – створено кримськотатарську вікіпедію. Цього дня народилися1591 – Хосе де Рібера, видатний художник Іспанії XVII століття, що довго жив і працював у місті Неаполь, Італія.1597 – Франсуа Дюкенуа, відомий італо-фламандський скульптор XVII століття, представник стилю бароко.1628 – Шарль Перро, французький письменник-казкар.1701 – Василь Григорович-Барський, український мандрівник, вчений-орієнталіст, письменник.1711 – Гаетано Латілла, італійський оперний композитор.1715 – Жак Дюфлі, французький клавесиніст і композитор.1729 – Едмунд Берк, ірландський державний діяч, член Парламенту Великої Британії, публіцист, мислитель. Основоположник теорії британського консерватизму.1777 – Степан Давидов, український композитор, співак і диригент.1800 – Ежен Луї Ламі, французький живописець, учень Антуана Жана Гро, Ораса Верне та Французької академії мистецтв.1822 – Етьєн Ленуар, винахідник двигуна внутрішнього згоряння.1832 – Єлизавета Милорадович, українська громадська діячка і меценатка.1873 – Василь Григорович Кричевський, архітектор музею Т.Г. Шевченка у м. Канів.1876 – Джек Лондон, американський письменник.1878 – Гнат Хоткевич, український письменник, бандурист, композитор, громадсько-політичний діяч, мистецтвознавець, етнограф.1880 – Василь Безкоровайний, український композитор, диригент й педагог.1893 – Герман Герінг, діяч Третього Рейху.1893 – Михайло Гуревич, радянський авіаконструктор, заступник головного конструктора ОКБ-155. Закінчив літакобудівний факультет Харківського технічного інституту. На початку кар’єри займався конструюванням і будівництвом планерів у Харкові.1907 – Сергій Корольов, вчений-винахідник, конструктор ракетно-космічних систем, академік АН СРСР.1908 – Жан Делануа, французький актор, кінорежисер, сценарист, володар золотої пальмової гілки Каннів.1909 – Марія Примаченко, українська народна художниця, представниця «наївного мистецтва».1929 – Микола Мащенко, український кінорежисер, сценарист, письменник.1936 – Раймонд Паулс, латвійський композитор.1941 – Володимир Мулявін, білоруський музикант, композитор, засновник і художній керівник білоруського вокально-інструментального ансамблю «Пісняри».1944 – Джо Фрейзер, американський боксер, олімпійський чемпіон 1964, чемпіон світу у важкій вазі 1970 – 1973 (версії WBC та WBA).1947 – Василь Кузьмич Збарський, вчений-економіст, доктор економічних наук, професор, уродженець с. Скотареве (нині Шполянської ОТГ Звенигородськогорайону).1949 – Харукі Муракамі, популярний японський письменник і перекладач.Харукі Муракамі1960 – Станіслав Боклан, український актор театру та кіно, народний артист України.1974 – Мелані Чісхолм, британська попспівачка та автор-виконавець, колишня учасниця гурту «Spice Girls».1986 – Джемма Артертон, англійська актриса, знялась у фільмах «Квант милосердя», «Битва титанів», «Принц Персії: піски часу» та інших.1986 – Злата Огнєвіч, українська співачка. Представниця України на пісенному конкурсі Євробачення 2013, посіла третє місце.1990 – Сергій Карякін, український шахіст. У віці 12 років і 211 днів став наймолодшим гросмейстером в історії, внесений у Книгу рекордів Гіннесса. Померли1537 – Лоренцо ді Креді, представник Флорентійської школи живопису, учень Андреа Верроккіо і його спадкоємець.1665 – П’єр Ферма, французький математик, основоположник аналітичної геометрії і теорії чисел.1705 – Лука Джордано, талановитий представник неаполітанської школи живопису, художник доби бароко.1856 – Людовит Штур, словацький поет, філолог, громадський діяч, ідеолог словацького національного відродження.1909 – Герман Мінковський, німецький математик.1931 – Джованні Больдіні, італійський художник доби декадансу.1944 – Лука Бич, перший голова Кубанського Краєвого Уряду, кубанський український політичний діяч.1948 – Соломон Міхоелс, радянський театральний актор і режисер убитий співробітниками МГБ.1976 – Агата Крісті, англійська письменниця детективного жанру.1986 – Людвіг Бірман, німецький астроном.1998 – Сергій Адамович, український художник-графік.2009 – Клод Беррі, французький кінорежисер Сьогодні іменини святкують:Онисія, Федора, Макар, Ірина, Антон, Орина, Федосія, Лев, Ярина, Гедеон, Давид, Йосип, Яків, Марія. Прикмети 12 січня:– Вітер південний – рік буде врожайним, а літо – теплим.– Йде сніг – літо буде дощовим.– Горобці голосно цвірінькають – до відлиги.– Віє західний вітер – в річках буде багато риби.– Якщо день сонячний – скоро буде потепління. Цитата дня:«Удавай, що ти в безладі, коли добре організований, корч із себе боягуза, якщо сміливий, прикидайся слабким, коли тебе сповнюють сили».Сунь-Цзи","#черкаські новини, #новини черкаси, #день в історії, #прикмети, #історичний дайджест, #хто народився, #хто помер, #яке сьогодні свято, #1 січня",https://www.vikka.ua/novini/12-sichnya-istorichnij-dajdzhest-imeninniki-i-prikmeti/
У Черкасах хочуть провести конкурс на посаду директора водоканалу,"Провести відкритий конкурс на посаду директора КП «Черкасиводоканал». Петицію із такою вимогою зареєстрував на сайті Черкаської міської ради колишній депутат ради Юрій Котолуп.Сергій Овчаренко, ексдиректор КП “Черкасиводоканал”Він вимагає проведення прозорого і чесного конкурсу на посаду керівника стратегічно важливого підприємства для міста, яким є КП “Черкасиводоканал”.«Вимагаю припинення практики політичних спекуляцій навколо посади керівника життєвоважливого підприємства для багатотисячного міста», – зазначив Юрій Котолуп.Щоб петицію розглянула міська рада, вона має набрати 500 голосів. Нині там всього 180 голосів підтримки.Нагадаємо, що міський голова Черкас Анатолій Бондаренко не продовжив контракт багаторічному керівнику водоканалу Сергію Овчаренку.Як повідомляв сайт vikka.ua, депутат із Черкас складає мандат. Його замінить психологиня","#петиція, #новини Черкас, #новини Черкащини, #водоканал, #Овчаренко, #Котолуп",https://www.vikka.ua/novini/u-cherkasax-xochut-provesti-konkurs-na-posadu-direktora-vodokanalu/
ВІККА – Новини (10.01.2022) (ВІДЕО),"Повний випуск ВІККА – Новин в якому ми розкажемо вам про зарплати чиновників, відновлення баскетбольного сезону, затоплення сіл та багато іншого.","#ВІККА, #новини, #випуск",https://www.vikka.ua/novini/vikka-novini-10-01-2022-video/
Як і де черкаські депутати і посадовці проводили новорічні свята (ВІДЕО),"Родинні посиденьки, авторські страви і навіть караоке на колесах. Новорічні гуляння закінчилися, однак стрічка новин у соцмережах і досі нагадує про свята. Особистими відео- та фото спогадами поділилися і черкаські можновладці. Деякі з них ну дуже відверті. Про те, як і де посадовці провели новорічні свята, дивіться в нашому огляді:","#Новий рік, #святкування",https://www.vikka.ua/novini-na-vikka/yak-i-de-cherkaski-deputati-i-posadovci-provodili-novorichni-svyata-video/
Більше мільярда за три тижні: на що українці витратили гроші з єПідтримки  ,"З початку запуску програми єПідтримка понад 6,7 млн українців подали заявки в Дії на отримання 1000 грн. За три тижні дії програми громадянам вже виплачено майже 6,4 млрд грн. Про це інформує прес-служба Міністерства економіки України.finbalance.com.uaПонад 1 млрд грн з отриманих коштів українці вже витратили.Зокрема, за видами витрат найпопулярнішими стали:книжкові магазини – 361 млн грнкінотеатри – 300 млн грнтеатри, концерти та розважальні послуги – 138 млн грнзалізничні та авіа пасажирські перевезення – 134 млн грнспорт – 90 млн грн.Нагадаємо, ініційована Президентом України програма єПідтримка спрямована на стимулювання людей до вакцинації від COVID-19 та підтримку тих секторів економіки, що найбільше постраждали від карантинних обмежень. Це сфери культури, спорту, пасажирських перевезень.З другої половини січня 2022 року програму буде розширено – українці, старші за 60 років, зможуть витратити кошти за програмою на придбання ліків.Відповідно до умов програми 1000 грн можуть отримати всі повнолітні громадяни України, які пройшли повний курс вакцинації проти COVID-19. Кошти надаються на 4 місяці з моменту отримання, витратити їх можна як онлайн, так і офлайн (шляхом безготівкового розрахунку через термінал компанії).Офіційний старт програми відбувся 19 грудня 2021 року. Програма триватиме рік – до 18 грудня 2022 року та реалізовуватиметься в декілька етапів. На першому етапі, отримання коштів відбуватиметься через додаток «Дія». Це – найшвидший і найпростіший спосіб.На другому етапі (ІІ-ІІІ квартал 2022 року) буде запропоновано альтернативний офлайн-механізм, над яким зараз працюють. Люди, які не мають смартфонів, зможуть подати звернення на отримання допомоги в офлайн форматі. Механіка, яким саме чином відбуватимуться виплати, нині розробляється.Як повідомляла раніше vikka.ua, у Золотоноші облаштували кисневу станцію за 7 млн грн","#вакцинація, #черкаські новини, #новини черкаси, #тисяча, #єПідтримка",https://www.vikka.ua/novini/bilshe-milyarda-za-tri-tizhni-na-shho-ukrayinci-vitratili-groshi-iz-yepidtrimki/
“Черкаські Мавпи” повертаються до тренувань (ВІДЕО),"Гравці «Черкаських Мавп» повернулись до тренувань після новорічних свят. Про нюанси підготовки, адаптацію новачка та очікування від другої частини сезону у сюжеті.","#Баскетбол, #Черкаські Мавпи, #новини черкаси",https://www.vikka.ua/novini-na-vikka/cherkaski-mavpi-povertayutsya-do-trenuvann-video/
Черкаські «моржі» влаштували святковий заплив у Дніпрі (ВІДЕО),"У Черкасах літні люди влаштували різдвяне пірнання у Дніпрі. Їх неможливо налякати крижаною водою, і на власному прикладі вони демонструють, що можна святкувати з користю без шкідливої їжі та алкоголю. Про це інформує 5 канал. Компанія «клубу довгожителів» зустрічають свята традиційно, йдучи на берег Дніпра. Цей колектив має таку назву, бо знайшли довгі роки здоров’я у зимній воді. У кожного своя історія про способи позбавлення хвороб. І за допомогою загартовування їм це вдається. Наприклад, пані Ніна у цьому році святкує 90 років, вона має проблеми з суглобами, а пірнання допомагає їй зняти загострення та постійні болі. «Дніпро мені допомагає жити, життя наше це подорож, а подорожувати – значить жити, жити, а не помирати, тільки слабкі люди мріють про смерть, а ми мріємо про своє життя і оздоровлюємо свій організм», –  каже учасниця “Черкаського клубу довгожителів” Ніна Фурдило.Пірнати у річку вони почали ще десять років тому. Відтоді усі члени клубу (нині їх сотня) відмовились відзначати свята, зловживаючи алкоголем або шкідливою їжею.У компанії любителів зимового пірнання лікар Володимир переконує: крижана вода стимулює всі системи організму, але головне не перестаратися.«Треба відчувати, щоб людина не відчувала дискомфорту, людина повинна слухати своє тіло, якщо щось не так – треба по мінімуму, деякі по три хвилини і більше сидять, деякі по 10 я бачив», – підсумував лікар Володимир Цапенко.«Клуб довголіття» нині не одержує фінансів від держави. За їхніми словами, всі потреби складаються з пенсій. Планують звертатися до мерії – їм допоможуть з орендою приміщення. Учасники переконані та мають намір прожити   до 100 років, завдяки здоровому способу. Читайте також: У Золотоноші облаштували кисневу станцію за 7 млн грн","#моржі, #здоров'я, #Дніпро, #програма, #заплив через Дніпро, #новини черкаси",https://www.vikka.ua/novini/cherkaski-morzhi-vlashtuvali-svyatkovij-zapliv-u-dnipri-video/
Новорічний потоп: через порив греблі на Черкащині ледь не затопило 4 села (ВІДЕО),"Чотири села мало не затопила гребля, яку на Новий рік прорвало біля села Маркізівка на Черкащині. Потік шириною 4 метри за секунди змив сотню мішків з глиною, якою місцеві намагалися залатати дірявий шлюз. За три дні водоспад таки вдалося зупинити — бетонними блоками, дерев’яним щитом та ще сотнями мішків. Та тепер місцеві мають новий клопіт. Капітально ремонтувати греблю нікому, бо та виявилася нічийною… Подробиці у сюжеті:","#потоп, #гребля, #Маркізівка",https://www.vikka.ua/novini/cherkashchina/novorichnij-potop-cherez-poriv-grebli-na-cherkashhini-led-ne-zatopilo-4-sela-video/
"У Черкасах юні морпіхи пройшли випробування димом, висотою та психологічним тиском (ВІДЕО)","У Черкасах юні морські піхотинці пройшли випробування димом та висотою. Щоправда, для самих підлітків такий вишкіл тільки в радість. Говорить Марія Гаврилян. Подробиці в сюжеті.","#тренування, #вишкіл, #новини черкаси, #морські піхотинці",https://www.vikka.ua/novini-na-vikka/u-cherkasax-yuni-morpixi-projshli-viprobuvannya-dimom-visotoyu-ta-psixologichnim-tiskom-video/
